arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8197,0.3941,0.4362,0.203,1534.0,,,,
expgrad_dp,0.775,0.0191,0.2008,0.937,1404.0,-8.4733,0.5313,0.5705,1.3291
expgrad_dp_floor,0.7722,0.0197,0.1777,0.9406,1539.0,0.3306,0.4578,0.4974,0.991
