arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8123,0.1045,0.0859,0.615,6036.6,,,,
expgrad_dp,0.8004,0.0223,0.0539,0.902,5940.8,-1.5847,0.5348,0.5011,1.1026
expgrad_dp_floor,0.8011,0.0231,0.0551,0.9012,6104.0,1.1285,0.462,0.4641,0.937
