arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.841,0.1774,0.1062,0.7923,14492.2,,,,
postprocess_dp,0.8236,0.0041,0.2044,1.0022,14594.6,0.7068,0.228,0.4561,0.8443
