seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.1595515870429512,0.8199513381995134,0.04008065030509628,0.02354980312364585,0.7640018082553813,1081,,,,,,,
0,expgrad_dp,0.1595515870429512,0.8179744525547445,0.008142987746539765,0.08825995214680005,0.9495436680743304,1054,0.03193766255855651,0.26450682347719884,0.7623762376237624,1.509433962264151,77.0,24.0,-2.497687326549491
0,expgrad_dp_floor,0.1595515870429512,0.819647201946472,0.016790335192495315,0.07523691101942392,0.8971953830131913,1059,0.023290315112600962,0.2795922507353686,0.7738095238095238,1.4680851063829787,65.0,19.0,-2.0351526364477337
1,baseline,0.16039887896760738,0.8272506082725061,0.05103954794251954,0.028811520468826533,0.6950507766462712,1055,,,,,,,
1,expgrad_dp,0.16039887896760738,0.8246654501216545,0.01828451556664279,0.05747564950357015,0.8835284557739189,1016,0.03275503237587675,0.3170098445782698,0.7961165048543689,1.8863636363636365,82.0,21.0,-3.6966824644549763
1,expgrad_dp_floor,0.16039887896760738,0.8242092457420924,0.02817917880319104,0.024411725917971305,0.8366182714696617,1109,0.0228603691393285,-0.22326134132479067,0.4318181818181818,0.2602739726027397,19.0,25.0,5.118483412322274
2,baseline,0.16235416802450628,0.8204075425790754,0.022950138078802973,0.060541833870268846,0.8645870357593369,1094,,,,,,,
2,expgrad_dp,0.16235416802450628,0.8205596107055961,0.013097996971479453,0.13313174701859487,1.082876190191477,1051,0.036048135050282426,0.31734329434122993,0.7727272727272727,1.9555555555555555,85.0,25.0,-3.930530164533821
2,expgrad_dp_floor,0.16235416802450628,0.8169099756690997,0.00041459075994132455,0.10581868535579042,0.9975019038197385,1091,0.02253554731886165,0.1561926725719378,0.7246376811594203,1.0612244897959184,50.0,19.0,-0.2742230347349177
3,baseline,0.1565534771557062,0.82588199513382,0.01870264983735284,0.08283878746773676,0.8912298297074321,1114,,,,,,,
3,expgrad_dp,0.1565534771557062,0.8210158150851582,0.0375305037218675,0.18074002901335745,1.237206142544662,1074,0.056233153559220345,0.24411863552344154,0.726027397260274,1.588235294117647,106.0,40.0,-3.5906642728904847
3,expgrad_dp_floor,0.1565534771557062,0.8216240875912408,0.035000437032994824,0.18172912074455055,1.1996711678930487,1184,0.053703086870347666,-0.06226630889015969,0.45263157894736844,0.38596491228070173,43.0,52.0,6.283662477558348
4,baseline,0.15942123443915793,0.830139902676399,0.05370308687034765,0.03801880216281389,0.6711843323304791,1026,,,,,,,
4,expgrad_dp,0.15942123443915793,0.8274026763990268,0.0301741753659856,0.010197064752538676,0.8086499280920422,1010,0.02352891150436205,0.2393574297188749,0.775,1.3333333333333333,62.0,18.0,-1.5594541910331383
4,expgrad_dp_floor,0.15942123443915793,0.8272506082725061,0.021741800906666275,0.012731023568642974,0.8654281996169088,1043,0.03196128596368138,0.0550648582726635,0.6266666666666667,0.7384615384615385,47.0,28.0,1.6569200779727096
