arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8013,0.0853,0.0153,0.8742,4189.6,,,,
expgrad_dp,0.7915,0.0213,0.0688,0.9676,4239.0,1.1789,0.3639,0.4371,0.7621
expgrad_dp_floor,0.7916,0.0216,0.0688,0.967,4235.6,1.0977,0.369,0.4389,0.7739
