arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7745,0.0964,0.0125,0.8399,5127.8,,,,
expgrad_dp,0.7666,0.0224,0.0721,0.9601,5089.2,-0.7515,0.5447,0.5383,1.1822
expgrad_dp_floor,0.7651,0.0212,0.0734,0.9625,5130.4,0.0527,0.4849,0.5032,0.998
