seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7634571645185747,0.014572875188580942,0.06474002756957009,0.8018701036138489,0.14860349088864522,0.15505190833117943,2611,1346,0.13403061570006428,0.10877058598238223,0.025260029717682028,0.8115353750652813,levelling down,0.21979193590074952,1.0623254446567691,levelling down,327,43,48,82,14.170815779394868,9.658246656760772,0.7995110024449877,3.0,-250.0,0.12635835228708617,0.024008086934546372,0.19,-250,-32.09242618741977
0,expgrad_eo,0.7851908011119535,0.07138560541952182,0.02683978718617585,0.8018701036138489,0.14860349088864522,0.15505190833117943,2611,1346,0.07721788546912339,0.060130218307162,0.017087667161961376,0.7787084292952554,levelling down,0.16963362626001544,0.757737358346824,levelling down,200,43,18,41,9.306779011872846,4.383358098068351,0.8298755186721992,2.5952380952380953,-134.0,0.07632044478140006,0.019711902956785442,0.2582781456953642,-134,-17.201540436456995
0,gridsearch_dp,0.7723022491786707,0.04382419105817596,0.017144826397863355,0.8018701036138489,0.14860349088864522,0.15505190833117943,2611,1346,0.10477929983046926,0.09957870547682882,0.005200594353640425,0.9503662043738134,levelling down,0.1721967347290428,1.2121392163607367,levelling down,296,36,47,54,12.715434699348908,7.5037147102526,0.8457142857142858,3.811111111111111,-253.0,0.10942633308061663,0.0,0.0,-253,-32.47753530166881
0,prejudice_remover,0.7925195855446044,0.06282484152371695,0.0033385026277246155,0.8018701036138489,0.14860349088864522,0.15505190833117943,2611,1346,0.08577864936492827,0.03600153198008427,0.049777117384843986,0.4197027144473082,mixed,0.15839041095890405,0.3945945945945944,mixed,98,4,6,73,3.906549214860207,5.869242199108469,0.5730994152046783,1.3506493506493507,-27.0,0.045741723527925195,0.0,0.0,-27,-3.465982028241335
0,adversarial_debiasing,0.7882234015668436,0.08066085705521787,0.03020267941759286,0.8018701036138489,0.14860349088864522,0.15505190833117943,2611,1346,0.06794263383342734,0.060513213328226734,0.007429420505200596,0.8906515675648509,levelling down,0.12484922891358657,0.9634262054688174,levelling down,184,26,29,39,8.04289544235925,5.052005943536404,0.8251121076233184,3.276923076923077,-148.0,0.07025524387161991,0.0,0.0,-148,-18.998716302952502
1,expgrad_dp,0.7619408642911296,0.028452887913348657,0.012898478585495712,0.8021228203184231,0.14673461176654035,0.16772206427156033,2611,1346,0.11828172385319169,0.09153581003446956,0.026745913818722128,0.7738795737208016,levelling down,0.17897066425432934,1.1530824081595812,levelling down,294,55,51,87,13.366526235158943,10.252600297176821,0.7716535433070866,2.4295774647887325,-203.0,0.12307303512762194,0.004801617386909275,0.039014373716632446,-203,-26.025641025641026
1,expgrad_eo,0.7864543846348243,0.08704230529995681,0.04347591970362713,0.8021228203184231,0.14673461176654035,0.16772206427156033,2611,1346,0.059692306466583536,0.045576407506702415,0.01411589895988112,0.7635223063832628,levelling down,0.1242461445679332,0.8162433908295051,levelling down,169,50,22,41,8.387590961317503,4.680534918276375,0.8047619047619048,2.098901098901099,-100.0,0.0712661106899166,0.03436947182208744,0.48226950354609927,-100,-12.820512820512821
1,gridsearch_dp,0.7702805155420773,0.04378691591125215,0.0016638666322046913,0.8021228203184231,0.14673461176654035,0.16772206427156033,2611,1346,0.1029476958552882,0.08808885484488702,0.014858841010401178,0.8556661138750692,levelling down,0.16938593090376503,1.1347871697873286,levelling down,275,45,48,68,12.255840674071237,8.618127786032689,0.8017492711370262,2.8584070796460175,-210.0,0.11018448319433914,0.0,0.0,-210,-26.923076923076923
1,prejudice_remover,0.7970684862269396,0.06692254679738197,0.027898035668131316,0.8021228203184231,0.14673461176654035,0.16772206427156033,2611,1346,0.07981206496915838,0.035235541937954806,0.044576523031203574,0.4414813969738887,mixed,0.13982402860342902,0.3795201602033353,mixed,98,6,7,67,3.983148219073152,5.49777117384844,0.593939393939394,1.4383561643835616,-32.0,0.04498357341420268,0.0,0.0,-32,-4.102564102564102
1,adversarial_debiasing,0.7849380844073793,0.08090556412662622,0.06422309813043853,0.8021228203184231,0.14673461176654035,0.16772206427156033,2611,1346,0.06582904763991412,0.06434316353887401,0.0014858841010401136,0.977428139183056,levelling down,0.1034989661411218,1.2647104729202432,levelling down,202,34,39,41,9.038682497127537,5.943536404160476,0.831275720164609,3.2133333333333334,-166.0,0.07985847864543846,0.0,0.0,-166,-21.28205128205128
