arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7281,0.0425,0.0482,0.4285,356.0,,,,
expgrad_dp,0.7276,0.0177,0.0159,0.7462,397.8,11.9317,0.2215,0.2982,0.4608
expgrad_dp_floor,0.7275,0.0181,0.0147,0.7391,396.4,11.5187,0.2256,0.3023,0.4712
