seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.6065307712282524,0.785065131778249,0.08040031069812192,0.02193659001748932,0.8770977940326978,4065,,,,,,,
0,expgrad_dp,0.6065307712282524,0.7837019085125719,0.029254280374161667,0.08018097480360681,0.9539315310431583,4100,0.051146030323960257,0.3746872033825185,0.42,0.7388059701492538,84.0,116.0,0.8610086100861009
0,expgrad_dp_floor,0.6065307712282524,0.7799151772190246,0.028911328197693487,0.08314309788170132,0.9544924066211808,4103,0.05148898250042844,0.36655226231334925,0.4251207729468599,0.7323943661971831,88.0,119.0,0.9348093480934809
1,baseline,0.6054920799792262,0.7896092093305059,0.0769685822706414,0.023111256663974233,0.8816079511656593,4049,,,,,,,
1,expgrad_dp,0.6054920799792262,0.7849136625265071,0.026561048429628364,0.07950718124496314,0.9578256105156109,4074,0.05040753384101304,0.4032175689479059,0.4307692307692308,0.8,84.0,111.0,0.6174364040503828
1,expgrad_dp_floor,0.6054920799792262,0.7853680702817328,0.028012848661916445,0.07465210648782011,0.9556226997278564,4079,0.04895573360872496,0.3855197671142824,0.41935483870967744,0.7520661157024794,78.0,108.0,0.7409236848604593
2,baseline,0.6032848610750454,0.7871857013026355,0.07033958333793056,0.03452492508690741,0.888774322765917,3953,,,,,,,
2,expgrad_dp,0.6032848610750454,0.7843077855195395,0.030619469091642038,0.07480209320917919,0.9500457358827025,3950,0.03972011424628852,0.48978013990676056,0.5139664804469274,1.0267857142857142,92.0,87.0,-0.07589172780166961
2,expgrad_dp_floor,0.6032848610750454,0.7829445622538624,0.025446683716814578,0.08053690659496654,0.9583269716021353,3951,0.04489289962111598,0.4850879241063199,0.5129533678756477,1.0169491525423728,99.0,94.0,-0.05059448520111308
3,baseline,0.607764217086471,0.7852166010299909,0.07474757616480543,0.03628440234419611,0.8825054074342356,3964,,,,,,,
3,expgrad_dp,0.607764217086471,0.7774916691911542,0.021120889079152216,0.09335412048382874,0.9657370033025906,4003,0.05362668708565321,0.3681839067847177,0.416289592760181,0.7450980392156863,92.0,129.0,0.9838546922300706
3,expgrad_dp_floor,0.607764217086471,0.7788548924568313,0.021965673153519716,0.09487967349679594,0.9644335785892234,4008,0.052781903011285713,0.35207224281613264,0.39631336405529954,0.7124183006535948,86.0,131.0,1.1099899091826437
4,baseline,0.6068553622435731,0.790972432596183,0.08113329052407514,0.0285561874567985,0.8723512779511582,3940,,,,,,,
4,expgrad_dp,0.6068553622435731,0.7882459860648289,0.02291453815650979,0.09024705610925271,0.9626866811295415,3982,0.05821875236756535,0.36906739777257,0.42424242424242425,0.732484076433121,98.0,133.0,1.0659898477157361
4,expgrad_dp_floor,0.6068553622435731,0.7891548015752802,0.023390073989403626,0.09008560251317199,0.9620200778785921,3992,0.057743216534671515,0.3419359769690337,0.4025974025974026,0.6809815950920245,93.0,138.0,1.3197969543147208
