arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.742,0.32,0.257,0.4116,2012.2,,,,
expgrad_dp,0.7022,0.0206,0.1406,0.9552,1950.4,-3.0635,0.303,0.6208,1.1714
expgrad_dp_floor,0.7291,0.0237,0.1144,0.9601,2488.8,23.6955,-0.1136,0.3142,0.3556
