seed,arm,uses_attribute_at_predict,targets_parity,accuracy,dp_diff,eo_diff,disparate_impact,positives,floor_target,threshold_rate,minimax_worst_error,dp_closure,people_share_levelling_down,lost_per_gained,positives_pct_change
0,baseline,False,False,0.7889537494387068,0.12516092063212156,0.06543217752825714,0.5890431918604445,1635,0.25617501764290757,0.26,0.2233558696988322,,,,
0,expgrad_dp,False,True,0.7786259541984732,0.012130753479378364,0.09346071645028553,0.9501179983695844,1586,0.25617501764290757,0.26,0.2233558696988322,0.1130301671527432,0.5285714285714286,1.1775362318840579,-2.996941896024465
0,expgrad_dp_floor,False,True,0.7745846430175124,0.009134294137326249,0.09880272629642617,0.9664723329927825,1791,0.25617501764290757,0.26,0.2233558696988322,0.11602662649479531,0.38934426229508196,0.5851063829787234,9.541284403669724
0,group_thresholds,True,True,0.7733872174824128,0.005794130412648174,0.13653492402734801,1.0237416366027077,1649,0.25617501764290757,0.26,0.2233558696988322,0.13095505104476973,0.48394495412844035,0.9377777777777778,0.8562691131498471
0,minimax,False,False,0.7838646909145337,0.117668470366451,0.04926260274118255,0.6898639787091349,2159,0.25617501764290757,0.26,0.2233558696988322,0.007492450265670553,0.024822695035460994,0.034990791896869246,32.04892966360856
1,baseline,False,False,0.7858105074090705,0.1386395555618606,0.11882144034365794,0.5640792333235276,1682,0.2579072303842946,0.29000000000000004,0.22397049784880146,,,,
1,expgrad_dp,False,True,0.7705433318365514,0.023312548855315363,0.06580981252258944,0.9095763538837768,1648,0.2579072303842946,0.29000000000000004,0.22397049784880146,0.11532700670654525,0.5137795275590551,1.1140939597315436,-2.0214030915576693
1,expgrad_dp_floor,False,True,0.7724891483310882,0.02466231583128603,0.06749826953161989,0.9076288987070952,1705,0.2579072303842946,0.29000000000000004,0.22397049784880146,0.11397723973057458,0.47484909456740443,0.9278996865203761,1.3674197384066586
1,group_thresholds,True,True,0.7654542733123784,0.00453280356648067,0.09195295969036765,0.9840987062008872,1890,0.2579072303842946,0.29000000000000004,0.22397049784880146,0.13410675199537994,0.2625570776255708,0.3560371517027864,12.366230677764566
1,minimax,False,False,0.7769794940877114,0.10445578433465813,0.06642742458557949,0.7347142607611413,2297,0.2579072303842946,0.29000000000000004,0.22397049784880146,0.03418377122720248,0.02203856749311295,0.019138755980861243,36.56361474435196
2,baseline,False,False,0.7928453824277802,0.12809722272852075,0.06231671398343386,0.6001118928788255,1731,0.25579008147815485,0.25,0.22323294406883834,,,,
2,expgrad_dp,False,True,0.7762311031282743,0.02061849190633641,0.09057917849585839,0.9226917405619408,1716,0.25579008147815485,0.25,0.22323294406883834,0.10747873082218434,0.4781704781704782,1.0510204081632653,-0.8665511265164645
2,expgrad_dp_floor,False,True,0.7762311031282743,0.02251811406496157,0.08372941188979977,0.9176068586101563,1754,0.25579008147815485,0.25,0.22323294406883834,0.10557910866355918,0.4472049689440994,0.9278996865203761,1.3287117273252456
2,group_thresholds,True,True,0.7718904355635384,0.010913960952380786,0.15059385201016517,1.0432957700124594,1719,0.25579008147815485,0.25,0.22323294406883834,0.13901118368090154,0.5129310344827587,1.0530973451327434,-0.6932409012131716
2,minimax,False,False,0.7792246669660231,0.10327975507561049,0.041649388071921534,0.7394091852759379,2318,0.25579008147815485,0.25,0.22323294406883834,0.024817467652910263,0.028901734104046242,0.03927986906710311,33.91103408434431
3,baseline,False,False,0.7852117946415207,0.12520572431209293,0.06636575329356598,0.6016493059523103,1700,0.25425033681914416,0.25,0.22212661339889367,,,,
3,expgrad_dp,False,True,0.7732375392905254,0.030563562055969967,0.09670164917541224,0.8827556205839744,1644,0.25425033681914416,0.25,0.22212661339889367,0.09464216225612296,0.5361990950226244,1.219607843137255,-3.2941176470588234
3,expgrad_dp_floor,False,True,0.77413560844185,0.02596467530620486,0.08529139685476417,0.9037844603690368,1720,0.25425033681914416,0.25,0.22212661339889367,0.09924104900588807,0.4697986577181208,0.9315068493150684,1.1764705882352942
3,group_thresholds,True,True,0.7700942972608891,0.006004590985499603,0.15633034546556507,1.024374864687354,1665,0.25425033681914416,0.25,0.22212661339889367,0.13121031529759253,0.5398633257403189,1.1732673267326732,-2.0588235294117645
3,minimax,False,False,0.7778775632390361,0.1115067522467833,0.05564558146458676,0.7104809790882104,2217,0.25425033681914416,0.25,0.22212661339889367,0.013698972065309623,0.021352313167259787,0.020833333333333332,30.41176470588235
4,baseline,False,False,0.7873072893279449,0.1293047672013359,0.08877369825725434,0.5836696923074254,1662,0.2543786488740617,0.27,0.22507682851874616,,,,
4,expgrad_dp,False,True,0.7747343212093998,0.022481121848231672,0.07737301561984966,0.9112212096435064,1620,0.2543786488740617,0.27,0.22507682851874616,0.10682364535310424,0.5257510729613734,1.1578947368421053,-2.527075812274368
4,expgrad_dp_floor,False,True,0.7766801377039365,0.019905583651882386,0.09312896743117804,0.9283686582104088,1793,0.2543786488740617,0.27,0.22507682851874616,0.10939918354945352,0.39789473684210525,0.6371191135734072,7.8820697954271965
4,group_thresholds,True,True,0.7709923664122137,0.011519035099328612,0.15407721671079355,1.044530903981551,1765,0.2543786488740617,0.27,0.22507682851874616,0.14082380230066452,0.38924731182795697,0.6373239436619719,6.197352587244284
4,minimax,False,False,0.7861098637928454,0.10417421251022896,0.031639499399236604,0.7305226416742074,2250,0.2543786488740617,0.27,0.22507682851874616,0.02513055469110695,0.03283582089552239,0.02,35.37906137184115
