redundancy,seed,cramers_v,base_a,base_b,mit_a,mit_b,excess_a,excess_b,swap,net,baseline_accuracy,mitigated_accuracy,mitigated_dp
0.0,0,0.10585533703310968,0.15719262054909416,0.20773944457991592,0.1363609268688696,0.19837243733665438,-0.020831693680224556,-0.009367007243261533,0.030198700923486088,0.030198700923486088,0.8498727735368957,0.8233797335728185,0.015496057545523356
0.0,1,0.10476473327939856,0.20695865147545486,0.18332016971370424,0.1976808712802987,0.160808273453493,-0.009277780195156154,-0.022511896260211245,0.0317896764553674,0.0317896764553674,0.850321808112558,0.8260739410267924,0.03129783960067084
0.0,2,0.10746800226108148,0.15376869834290524,0.21768032214206554,0.13700910263918012,0.23361485851772584,-0.016759595703725122,0.015934536375660308,0.03269413207938543,0.0008250593280648144,0.8500224517287831,0.8268223319862296,0.02709096260392163
0.5,0,0.5403775919643867,0.11690790622556807,0.1281783984107354,0.10628649860539746,0.10411362284222762,-0.010621407620170609,-0.024064775568507765,0.034686183188678374,0.034686183188678374,0.8287681484807663,0.8045202813950008,0.013727973244930303
0.5,1,0.5293458382606933,0.15060487690400975,0.14675388081879542,0.1324506968799748,0.13298789729802665,-0.01815418002403496,-0.01376598352076877,0.03192016354480373,0.03192016354480373,0.8340068851968269,0.8106570872623858,0.0343312911594528
0.5,2,0.5402216618626846,0.10985657603562352,0.14233085052862285,0.10483167316463318,0.12342008489379071,-0.005024902870990333,-0.01891076563483214,0.023935668505822474,0.023935668505822474,0.8358030234994761,0.8121538691812603,0.020813329552704818
1.0,0,1.0,0.09187474350186321,0.09420613327919232,0.07983200081853173,0.08756406045428719,-0.012042742683331484,-0.006642072824905129,0.018684815508236613,0.018684815508236613,0.8211345606945069,0.7986828319113906,0.00922102831538707
1.0,1,1.0,0.11352202646416482,0.12048816251245437,0.0998203367883439,0.10552281473919387,-0.013701689675820916,-0.014965347773260501,0.028667037449081417,0.028667037449081417,0.8196377787756324,0.7997305792546026,0.024762338475550733
1.0,2,1.0,0.09051242965429705,0.0843172492016014,0.08290894283558596,0.08539633277924726,-0.0076034868187110916,0.0010790835776458563,0.008682570396356948,0.006524403241065235,0.8238287681484807,0.8073641670408621,0.03143198127978347
