arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7,0.0682,0.0429,0.865,8688.6,,,,
expgrad_dp,0.6931,0.0133,0.0527,0.9733,8820.2,1.5122,0.1865,0.5542,0.7641
expgrad_dp_floor,0.6915,0.011,0.0539,0.9779,8834.8,1.6812,0.1788,0.549,0.7398
