seed,arm,accuracy,sex_dp_gap,intersectional_gap_all,intersectional_gap_reliable,gap_inflation,worst_subgroup,worst_subgroup_rate,n_unreliable_subgroups
0,baseline,0.7565217391304347,0.2005371063631921,0.5,0.2025338225177712,0.2974661774822288,Female x White,0.28061224489795916,13
0,expgrad_dp_sex,0.7326086956521739,0.048069121603347864,0.4,0.05160513643659709,0.34839486356340293,Female x White,0.32142857142857145,13
0,expgrad_dp_intersectional,0.7206521739130435,0.08287190582608572,0.6666666666666666,0.08555950470075674,0.5811071619659098,Female x White,0.2627551020408163,13
1,baseline,0.7402173913043478,0.12538491831902793,0.6666666666666666,0.12348813487126026,0.5431785317954063,Female x White,0.3104325699745547,11
1,expgrad_dp_sex,0.7108695652173913,0.02586366418515934,1.0,0.02804026409299304,0.9719597359070069,Male x White,0.32819383259911894,11
1,expgrad_dp_intersectional,0.6847826086956522,0.014381355007378083,1.0,0.018164800304895146,0.9818351996951049,Male x White,0.2973568281938326,11
2,baseline,0.7434782608695653,0.14272700098216445,1.0,0.14636692650334077,0.8536330734966593,Female x White,0.28125,13
2,expgrad_dp_sex,0.7108695652173913,0.009190592098083594,1.0,0.008508491091314019,0.991491508908686,Male x White,0.311804008908686,13
2,expgrad_dp_intersectional,0.6967391304347826,0.028145891753139807,1.0,0.013270230141054218,0.9867297698589458,Male x White,0.27839643652561247,13
