arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.783,0.1092,0.0397,0.6645,2174.0,,,,
expgrad_dp,0.7747,0.0174,0.0984,0.9479,2123.2,-2.334,0.5563,0.5338,1.1605
expgrad_dp_floor,0.7738,0.0201,0.0944,0.9472,2187.4,0.6259,0.4701,0.4947,0.9639
