population,acc_plain,acc_floor,exchange_plain,exchange_floor,pool_plain,pool_floor
acs_income_la_2018,0.7658764715368489,0.7649088856636026,1.7098664912517834,0.9847426014837314,-9.624691358466212,0.3591245067553296
acs_income_ma_2014,0.8216745324244012,0.8213773815766474,0.8437797744488373,0.824843959707313,0.7118361151705459,0.8043999686566959
acs_income_ma_2018,0.789979227253843,0.7902118820108018,0.8995743059382285,0.8890782239659332,0.6570544142172733,0.7245522166748332
acs_income_ma_2018,0.7864561695056087,0.7856584960531781,1.1189320816994708,0.965165985637416,-0.7736106500157703,0.25611391449219645
acs_income_ma_2019,0.7854658792650919,0.7851049868766404,1.0107409283647235,0.9510811978093813,-0.06060376652596137,0.3873846098817102
acs_income_md_2018,0.7977605164934934,0.7979420962372643,0.8725115942649826,0.8534850810771001,0.7755616178491874,0.8495042619398896
acs_income_md_2019,0.7945841784989859,0.7941379310344828,0.844983016988461,0.8304504671570042,0.6007080957396786,0.6830177198507468
acs_income_mi_2014,0.8120832463283915,0.8131273056309599,0.6648586940217366,0.6716856027203251,1.5318475331809105,1.498690405779469
acs_income_mi_2018,0.7810304605745518,0.7814303805905485,0.8584312142881758,0.8609300265885163,0.8541336048743247,0.8456129466447553
acs_income_mn_2014,0.77455938697318,0.7742747673782155,1.5701268321767188,0.7568760400536577,-5.811982346770194,3.955645476020024
acs_income_mn_2018,0.7908026216826045,0.7903943268507575,1.0131242172652617,0.7698694234704134,-0.03663201089005978,1.105679441678122
acs_income_mo_2014,0.7666125365378369,0.765140197033669,1.1821866844527424,0.998011132185149,-0.7514556514376294,0.052671625997401925
acs_income_ms_2019,0.7561296859169199,0.7512158054711247,2.6474836977891725,0.9640519068749154,-28.854846670615274,1.3632790397139682
acs_income_nc_2018,0.7849433454964471,0.7851225913833941,1.1839252289018989,0.6739991329637262,-2.2594601910780368,5.461105976745822
acs_income_nc_2018,0.8333269316945138,0.8332373087510403,0.9285256918938078,0.9578011633187135,0.1608342195537545,0.09445366792936069
acs_income_nc_2019,0.7821687055658746,0.7820790367001857,0.9245324640650164,0.9392589592168745,0.9204843570171084,0.7336042178186808
acs_income_nc_2019,0.741548709408826,0.741945814385448,1.966326033478349,0.9920280904627832,-14.968475364278103,0.19560671342169136
acs_income_nj_2018,0.7833833275200558,0.7836902685734216,0.869444907277615,0.8672590355902171,0.8801411555365792,0.8904490179778476
acs_income_nj_2018,0.7849738402511337,0.7840948726892222,1.3099323030138161,1.0144182489686915,-1.5192605217257777,0.011172688876115933
acs_income_nj_2019,0.7805473219824912,0.7809195560763769,0.8580675156061727,0.8468179563278964,1.8336040432334513,1.9880499399295921
acs_income_nm_2019,0.7811000369139903,0.7808047249907715,1.1130139902555165,0.7099516015568106,-0.6930880346129908,4.841423154616163
acs_income_nv_2014,0.7987524950099801,0.7981037924151696,1.6825643719987788,1.1766043081085775,-5.733917744061453,-1.6652336894290827
acs_income_nv_2018,0.7715507539950484,0.7700202565833896,1.296393040460837,0.9802687590187592,-1.5705040139001025,1.361296392028293
acs_income_nv_2019,0.766972067039106,0.7668826815642458,0.9426617195038247,0.888647011917986,0.4556781662090265,1.0839405234384238
acs_income_nv_2022,0.7688687392055268,0.7698186528497409,0.878105204985806,0.88774053827843,0.8592924014386167,0.8592728660223374
acs_income_nv_2022,0.7776770293609673,0.7771157167530224,0.8771518398250558,0.825166155721695,0.9620081047983755,1.7768891827520696
acs_income_ny_2014,0.7873117994295947,0.7871260860913974,1.2360884976987236,0.9142843615540184,-1.3634156482854425,0.8835624551334614
acs_income_ny_2018,0.7792927168602582,0.7795256737955804,1.1046563466186616,1.0168204663075497,-0.5619374073151462,-0.08422557138348649
acs_income_oh_2018,0.7822112547610106,0.7819966739981761,1.3252199686124093,0.9668446147919006,-3.0162364061362235,0.37916934352007
acs_income_oh_2018,0.7771471487581139,0.7821146934177351,1.9377856265232338,1.0029840864268071,-8.172093593866366,-0.007008639905924774
acs_income_oh_2019,0.7747624926198272,0.7750415973377704,1.2975909657086868,0.983019757044894,-2.6141343377905746,0.1976901082694559
acs_income_oh_2022,0.7703056768558953,0.7684834761981778,1.3330285111480222,0.9882214597848378,-1.864082958457906,0.1316032087187752
acs_income_oh_2022,0.7798048412313333,0.7794813736589574,1.2487120910618466,1.0191188478513908,-1.7864095598734668,-0.1326515924601644
acs_income_oh_2022,0.788053264326918,0.7875680629683541,1.155136976304758,0.9327524066642889,-1.2353811876326541,0.6544664429356042
acs_income_ok_2018,0.7797247023809524,0.779873511904762,1.9352241468674616,0.891588707634434,-12.779555949367722,2.502884638003001
acs_income_ok_2019,0.7636874648679034,0.7625632377740305,1.9687847248868084,0.9762353792046647,-11.693900362442054,0.4785942797227213
acs_income_or_2014,0.7870426317556227,0.7890902987579724,1.3290582577398262,0.9539027123050421,-3.9612524361914865,0.7344461688220371
acs_income_or_2019,0.8085022093554777,0.8082888922748743,1.668619748694881,1.1124278272324517,-7.243654106440113,-1.5668023304226828
acs_income_pa_2014,0.7970443843302275,0.7963230137260796,1.651050974900265,1.0479566976191446,-6.1616762863615735,-0.5535722047239857
acs_income_pa_2014,0.793894993894994,0.7916157916157915,1.8911021664630667,0.9276633330900065,-4.421151913252584,0.6714901662223445
acs_income_pa_2018,0.7781876738398478,0.7770165422339336,1.60395150696552,1.0097299403719644,-4.205022227819444,-0.08265746043124718
acs_income_pa_2019,0.7699524533111122,0.7699426498701044,1.4630075044363888,1.017733109089623,-3.3417941928396857,-0.1453985662763086
acs_income_sc_2019,0.783311187882009,0.7847462131278234,0.6953905283772213,0.6569619092085464,1.4868849496992056,1.6976231885807789
