arms,populations,exchange_plain,exchange_floor,below_one_floor,below_one_plain,pool_plain,pool_floor,accuracy_cost
86,70,1.3310433844439242,0.9350594759590775,70,0,-2.9378935757361235,0.9840002769406135,0.05169545468131797
