seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.26512594131394446,6602,0.7990003029385034,0.20578233919496525,0.21281551473503374,0.4293765087057485,1731,,,,,,,
0,expgrad_dp,0.26512594131394446,6602,0.7915783096031506,0.005647769542021841,0.11910681247522137,0.9776168949335751,1648,0.2001345696529434,0.541157369846198,0.5625942684766214,1.2862068965517242,373.0,290.0,-4.7949162333911035
0,expgrad_dp_floor,0.26512594131394446,6602,0.7888518630717964,0.00028649838656169546,0.12445074005550416,1.0010939029305084,1730,0.20606883758152694,0.47907493900686937,0.5007363770250368,1.0029498525073746,340.0,339.0,-0.057770075101097634
1,baseline,0.26512594131394446,6602,0.8027870342320509,0.22167104689232,0.24284310162547912,0.40169664145991374,1746,,,,,,,
1,expgrad_dp,0.26512594131394446,6602,0.792487125113602,0.02927101423371059,0.09359306858728689,0.8920670524401507,1698,0.19240003265860942,0.5161284772997059,0.5377358490566038,1.163265306122449,342.0,294.0,-2.7491408934707904
1,expgrad_dp_floor,0.26512594131394446,6602,0.7893062708270221,0.03170459552238697,0.07694594951764244,0.8905905541291576,1813,0.18996645136993304,0.4249176227334152,0.4462279293739968,0.8057971014492754,278.0,345.0,3.8373424971363117
2,baseline,0.2620747857699299,6602,0.8020296879733414,0.21884743795415879,0.22241723932866392,0.4088544499497076,1753,,,,,,,
2,expgrad_dp,0.2620747857699299,6602,0.7921841866101181,0.0324375753483401,0.11086378353376503,0.8803907821202535,1688,0.18640986260581868,0.5311563157546876,0.5526742301458671,1.2355072463768115,341.0,276.0,-3.7079292641186536
2,expgrad_dp_floor,0.2620747857699299,6602,0.7903665555892154,0.0242593152431117,0.12348437293511294,0.9126055630781624,1756,0.19458812271104708,0.4760046683708426,0.49765990639625585,0.9906832298136646,319.0,322.0,0.17113519680547631
3,baseline,0.2627888860036354,6602,0.7993032414419873,0.22576348693913068,0.2325723536408088,0.40236014679602916,1781,,,,,,,
3,expgrad_dp,0.2627888860036354,6602,0.7887003938200545,0.035631535859373814,0.09635588740584122,0.8701428470902821,1699,0.19013195107975686,0.5436654699637894,0.5650793650793651,1.2992700729927007,356.0,274.0,-4.604154969118473
3,expgrad_dp_floor,0.2627888860036354,6602,0.785065131778249,0.036082982290059934,0.1003865468481564,0.8726743944600754,1757,0.18968050464907074,0.4975050824190473,0.5191693290734825,1.079734219269103,325.0,301.0,-1.347557551937114
4,baseline,0.26564528693845757,6602,0.794001817631021,0.20752560280510973,0.19858431346636712,0.4327633523327001,1760,,,,,,,
4,expgrad_dp,0.26564528693845757,6602,0.7890033323235384,0.017605123576794446,0.1326937689969605,0.9332246193849338,1685,0.1899204792283153,0.5381554257253569,0.5596184419713831,1.2707581227436824,352.0,277.0,-4.261363636363637
4,expgrad_dp_floor,0.26564528693845757,6602,0.7858224780369585,0.009456469530767841,0.13598932866393543,0.9662506931979643,1820,0.1980691332743419,0.4324561444228333,0.45384615384615384,0.8309859154929577,295.0,355.0,3.409090909090909
