arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7408,0.0679,0.039,0.5237,1008.6,,,,
expgrad_dp,0.7406,0.0211,0.0694,0.8668,971.2,-3.7004,0.5561,0.5635,1.2346
expgrad_dp_floor,0.7565,0.0224,0.1075,0.9127,2226.8,120.6839,-2.5096,0.141,0.1045
